Night at the Museum,2006,Shawn Levy,Ben Stiller,Carla Gugino,Dick Van Dyke,Mickey Rooney,Bill Cobbs
Night at the Museum: Battle of the Smithsonian,2009,Shawn Levy,Ben Stiller,Amy Adams,Owen Wilson,Hank Azaria,Robin Williams
No Country for Old Men,2007,Ethan Coen,Tommy Lee Jones,Javier Bardem,Josh Brolin,Woody Harrelson,Kelly Macdonald
North by Northwest,1959,Alfred Hitchcock,Cary Grant,Eva Marie Saint,James Mason,Jessie Royce Landis,Leo G. Carroll
Notorious,1946,Alfred Hitchcock,Cary Grant,Ingrid Bergman,Claude Rains,Louis Calhern,Leopoldine Konstantin
Ocean's Eleven,2001,Steven Soderbergh,George Clooney,Cecelia Ann Birt,Paul L. Nolan,Carol Florence,Lori Galinski
Oldboy,2003,Chan-wook Park,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,Dae-han Ji,Dal-su Oh
On the Waterfront,1954,Elia Kazan,Marlon Brando,Karl Malden,Lee J. Cobb,Rod Steiger,Pat Henning
Once Upon a Time in America,1984,Sergio Leone,Robert De Niro,James Woods,Elizabeth McGovern,Joe Pesci,Burt Young
Once Upon a Time in the West,1968,Sergio Leone,Claudia Cardinale,Henry Fonda,Jason Robards,Charles Bronson,Gabriele Ferzetti
One Flew Over the Cuckoo's Nest,1975,Milos Forman,Michael Berryman,Peter Brocco,Dean R. Brooks,Alonzo Brown,Scatman Crothers
Over the Hedge,2006,Tim Johnson,Bruce Willis,Garry Shandling,Steve Carell,Wanda Sykes,William Shatner
Oz the Great and Powerful,2013,Sam Raimi,James Franco,Mila Kunis,Rachel Weisz,Michelle Williams,Zach Braff
Pan's Labyrinth,2006,Guillermo del Toro,Ivana Baquero,Sergi López,Maribel Verdú,Doug Jones,Ariadna Gil
Papillon,1973,Franklin J. Schaffner,Steve McQueen,Dustin Hoffman,Victor Jory,Don Gordon,Anthony Zerbe
Paths of Glory,1957,Stanley Kubrick,Kirk Douglas,Ralph Meeker,Adolphe Menjou,George Macready,Wayne Morris
Pearl Harbor,2001,Michael Bay,Ben Affleck,Josh Hartnett,Kate Beckinsale,William Lee Scott,Greg Zola
Persona,1966,Ingmar Bergman,Bibi Andersson,Liv Ullmann,Margaretha Krook,Gunnar Björnstrand,Svensk Filmindustri (SF)
Pirates of the Caribbean: At World's End,2007,Gore Verbinski,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,Jack Davenport
Pirates of the Caribbean: Dead Man's Chest,2006,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,Jack Davenport,Bill Nighy
Pirates of the Caribbean: On Stranger Tides,2011,Rob Marshall,Johnny Depp,Penélope Cruz,Geoffrey Rush,Ian McShane,Kevin McNally
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Gore Verbinski,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,Jack Davenport
Planet of the Apes,2001,Tim Burton,Mark Wahlberg,Tim Roth,Helena Bonham Carter,Michael Clarke Duncan,Paul Giamatti
Platoon,1986,Oliver Stone,Keith David,Forest Whitaker,Francesco Quinn,Kevin Dillon,John C. McGinley
Pretty Woman,1990,Garry Marshall,Richard Gere,Julia Roberts,Ralph Bellamy,Jason Alexander,Laura San Giacomo
Princess Mononoke,1997,Hayao Miyazaki,Billy Crudup,Billy Bob Thornton,Minnie Driver,John DiMaggio,Claire Danes
Psycho,1960,Alfred Hitchcock,Anthony Perkins,Vera Miles,John Gavin,Janet Leigh,Martin Balsam
Pulp Fiction,1994,Quentin Tarantino,Tim Roth,Amanda Plummer,Laura Lovelace,John Travolta,Samuel L. Jackson
Puss in Boots,2011,Chris Miller,Antonio Banderas,Salma Hayek,Zach Galifianakis,Billy Bob Thornton,Amy Sedaris
Quantum of Solace,2008,Marc Forster,Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini
Raging Bull,1980,Martin Scorsese,Robert De Niro,Cathy Moriarty,Joe Pesci,Frank Vincent,Nicholas Colasanto
Raiders of the Lost Ark,1981,Steven Spielberg,Harrison Ford,Karen Allen,Paul Freeman,Ronald Lacey,John Rhys-Davies
Rain Man,1988,Barry Levinson,Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen,Jack Murdock
Rambo: First Blood Part II,1985,George P. Cosmatos,Sylvester Stallone,Richard Crenna,Charles Napier,Steven Berkoff,Julia Nickson
Ran,1985,Akira Kurosawa,Tatsuya Nakadai,Akira Terao,Jinpachi Nezu,Daisuke Ryû,Mieko Harada
Rashomon,1950,Akira Kurosawa,Toshirô Mifune,Machiko Kyô,Masayuki Mori,Takashi Shimura,Minoru Chiaki
Ratatouille,2007,Brad Bird,Patton Oswalt,Ian Holm,Lou Romano,Brian Dennehy,Peter Sohn
Rear Window,1954,Alfred Hitchcock,James Stewart,Grace Kelly,Wendell Corey,Thelma Ritter,Raymond Burr
Rebecca,1940,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders,Judith Anderson,Nigel Bruce
Requiem for a Dream,2000,Darren Aronofsky,Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald
Reservoir Dogs,1992,Quentin Tarantino,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi
Rise of the Planet of the Apes,2011,Rupert Wyatt,Andy Serkis,Karin Konoval,Terry Notary,Richard Ridings,Christopher Gordon
Robin Hood: Prince of Thieves,1991,Kevin Reynolds,Kevin Costner,Morgan Freeman,Mary Elizabeth Mastrantonio,Christian Slater,Alan Rickman
Rocky,1976,John G. Avildsen,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith
Roman Holiday,1953,William Wyler,Gregory Peck,Audrey Hepburn,Eddie Albert,Hartley Power,Harcourt Williams
Rope,1948,Alfred Hitchcock,Dick Hogan,John Dall,Farley Granger,Edith Evanson,Douglas Dick
Rosemary's Baby,1968,Roman Polanski,Mia Farrow,John Cassavetes,Ruth Gordon,Sidney Blackmer,Maurice Evans
Runaway Bride,1999,Garry Marshall,Julia Roberts,Richard Gere,Joan Cusack,Hector Elizondo,Rita Wilson
Rush,2013,Ron Howard,Chris Hemsworth,Daniel Brühl,Olivia Wilde,Alexandra Maria Lara,Pierfrancesco Favino
Rush Hour 2,2001,Brett Ratner,Jackie Chan,Chris Tucker,John Lone,Ziyi Zhang,Roselyn Sanchez
Saving Private Ryan,1998,Steven Spielberg,Tom Hanks,Tom Sizemore,Edward Burns,Barry Pepper,Adam Goldberg
Scarface,1983,Brian De Palma,Al Pacino,Steven Bauer,Michelle Pfeiffer,Mary Elizabeth Mastrantonio,Robert Loggia
Scary Movie,2000,Keenen Ivory Wayans,Carmen Electra,Dave Sheridan,Frank B. Moore,Giacomo Baessato,Kyle Graham
Schindler's List,1993,Steven Spielberg,Liam Neeson,Ben Kingsley,Ralph Fiennes,Caroline Goodall,Jonathan Sagall
Scooby-Doo,2002,Raja Gosnell,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Linda Cardellini,Rowan Atkinson
Se7en,1995,David Fincher,Morgan Freeman,Andrew Kevin Walker,Daniel Zacapa,Brad Pitt,Gwyneth Paltrow
Seven Samurai,1954,Akira Kurosawa,Toshirô Mifune,Takashi Shimura,Keiko Tsushima,Yukiko Shimazaki,Kamatari Fujiwara
Sex and the City,2008,Michael Patrick King,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Cynthia Nixon,Chris Noth
Shark Tale,2004,Bibo Bergeron,Will Smith,Robert De Niro,Renée Zellweger,Jack Black,Angelina Jolie
Sherlock Holmes,2009,Guy Ritchie,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,Eddie Marsan
Sherlock Holmes: A Game of Shadows,2011,Guy Ritchie,Robert Downey Jr.,Jude Law,Noomi Rapace,Rachel McAdams,Jared Harris
Shrek,2001,Andrew Adamson,Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow,Vincent Cassel
Shrek 2,2004,Andrew Adamson,Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews,Antonio Banderas
Shrek Forever After,2010,Mike Mitchell,Mike Myers,Eddie Murphy,Cameron Diaz,Antonio Banderas,Julie Andrews
Shrek the Third,2007,Chris Miller,Mike Myers,Eddie Murphy,Cameron Diaz,Antonio Banderas,Julie Andrews
Shutter Island,2010,Martin Scorsese,Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Max von Sydow,Michelle Williams
Signs,2002,M. Night Shyamalan,Mel Gibson,Joaquin Phoenix,Rory Culkin,Abigail Breslin,Cherry Jones
Sin City,2005,Frank Miller,Jessica Alba,Devon Aoki,Alexis Bledel,Powers Boothe,Cara D. Briggs
Singin' in the Rain,1952,Stanley Donen,Gene Kelly,Donald O'Connor,Debbie Reynolds,Jean Hagen,Millard Mitchell
Skyfall,2012,Sam Mendes,Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris
Sleuth,1972,Joseph L. Mankiewicz,Laurence Olivier,Michael Caine,Alec Cawthorne,John Matthews,Eve Channing
Slumdog Millionaire,2008,Danny Boyle,Dev Patel,Saurabh Shukla,Anil Kapoor,Rajendranath Zutshi,Jeneva Talwar
Snatch.,2000,Guy Ritchie,Benicio Del Toro,Dennis Farina,Vinnie Jones,Brad Pitt,Rade Serbedzija
Snow White and the Huntsman,2012,Rupert Sanders,Kristen Stewart,Chris Hemsworth,Charlize Theron,Sam Claflin,Sam Spruell
Snow White and the Seven Dwarfs,1937,William Cottrell,Roy Atwell,Stuart Buchanan,Adriana Caselotti,Hall Johnson Choir,Eddie Collins
Some Like It Hot,1959,Billy Wilder,Marilyn Monroe,Tony Curtis,Jack Lemmon,George Raft,Pat O'Brien
Spider-Man,2002,Sam Raimi,Tobey Maguire,Willem Dafoe,Kirsten Dunst,James Franco,Cliff Robertson
Spider-Man 2,2004,Sam Raimi,Tobey Maguire,Kirsten Dunst,James Franco,Alfred Molina,Rosemary Harris
Spider-Man 3,2007,Sam Raimi,Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace
Spirited Away,2001,Hayao Miyazaki,Daveigh Chase,Suzanne Pleshette,Susan Egan,David Ogden Stiers,Lauren Holly
Stalag 17,1953,Billy Wilder,William Holden,Don Taylor,Otto Preminger,Robert Strauss,Harvey Lembeck
Stalker,1979,Andrei Tarkovsky,Alisa Freyndlikh,Aleksandr Kaydanovskiy,Anatoliy Solonitsyn,Nikolay Grinko,Natalya Abramova
Stand by Me,1986,Rob Reiner,Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell,Kiefer Sutherland
Star Trek,2009,J.J. Abrams,Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,Bruce Greenwood
Star Trek Into Darkness,2013,J.J. Abrams,Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,Simon Pegg
Star Wars,1977,George Lucas,Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Alec Guinness
Star Wars: Episode I - The Phantom Menace,1999,George Lucas,Liam Neeson,Ewan McGregor,Natalie Portman,Jake Lloyd,Ian McDiarmid
Star Wars: Episode II - Attack of the Clones,2002,George Lucas,Ewan McGregor,Natalie Portman,Hayden Christensen,Christopher Lee,Samuel L. Jackson
Star Wars: Episode III - Revenge of the Sith,2005,George Lucas,Ewan McGregor,Natalie Portman,Hayden Christensen,Ian McDiarmid,Samuel L. Jackson
Star Wars: Episode IV - A New Hope,1977,George Lucas,Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Alec Guinness
Star Wars: Episode V - The Empire Strikes Back,1980,Irvin Kershner,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels
Star Wars: Episode VI - Return of the Jedi,1983,Richard Marquand,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels
Strangers on a Train,1951,Alfred Hitchcock,Farley Granger,Ruth Roman,Robert Walker,Leo G. Carroll,Patricia Hitchcock
Sunset Blvd.,1950,Billy Wilder,William Holden,Gloria Swanson,Erich von Stroheim,Nancy Olson,Fred Clark
Superman Returns,2006,Bryan Singer,Brandon Routh,Kate Bosworth,Kevin Spacey,James Marsden,Parker Posey
TRON: Legacy,2010,Joseph Kosinski,Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner,James Frain
Tangled,2010,Nathan Greno,Mandy Moore,Zachary Levi,Donna Murphy,Ron Perlman,M.C. Gainey
Tarzan,1999,Chris Buck,Brian Blessed,Glenn Close,Minnie Driver,Tony Goldwyn,Nigel Hawthorne
Taxi Driver,1976,Martin Scorsese,Diahnne Abbott,Frank Adu,Victor Argo,Gino Ardito,Garth Avery
Ted,2012,Seth MacFarlane,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Joel McHale,Giovanni Ribisi
Terminator 2: Judgment Day,1991,James Cameron,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,Earl Boen
Terminator 3: Rise of the Machines,2003,Jonathan Mostow,Arnold Schwarzenegger,Nick Stahl,Claire Danes,Kristanna Loken,David Andrews
The 400 Blows,1959,François Truffaut,Jean-Pierre Léaud,Claire Maurier,Albert Rémy,Guy Decomble,Georges Flamant
The Amazing Spider-Man,2012,Marc Webb,Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Martin Sheen
The Apartment,1960,Billy Wilder,Jack Lemmon,Shirley MacLaine,Fred MacMurray,Ray Walston,Jack Kruschen
The Artist,2011,Michel Hazanavicius,Jean Dujardin,Bérénice Bejo,John Goodman,James Cromwell,Penelope Ann Miller
The Avengers,2012,Joss Whedon,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson
The Best Years of Our Lives,1946,William Wyler,Myrna Loy,Fredric March,Dana Andrews,Teresa Wright,Virginia Mayo
The Big Lebowski,1998,Joel Coen,Jeff Bridges,John Goodman,Julianne Moore,Steve Buscemi,David Huddleston
The Big Sleep,1946,Howard Hawks,Humphrey Bogart,Lauren Bacall,John Ridgely,Martha Vickers,Dorothy Malone
The Blind Side,2009,John Lee Hancock,Sandra Bullock,Tim McGraw,Quinton Aaron,Jae Head,Lily Collins
The Bourne Supremacy,2004,Paul Greengrass,Matt Damon,Franka Potente,Brian Cox,Julia Stiles,Karl Urban
The Bourne Ultimatum,2007,Paul Greengrass,Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine
The Bridge on the River Kwai,1957,David Lean,William Holden,Alec Guinness,Jack Hawkins,Sessue Hayakawa,James Donald
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Andrew Adamson,Georgie Henley,Skandar Keynes,William Moseley,Anna Popplewell,Tilda Swinton
The Croods,2013,Kirk De Micco,Nicolas Cage,Emma Stone,Ryan Reynolds,Catherine Keener,Cloris Leachman
The Da Vinci Code,2006,Ron Howard,Tom Hanks,Audrey Tautou,Ian McKellen,Jean Reno,Paul Bettany
The Dark Knight,2008,Christopher Nolan,Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine,Maggie Gyllenhaal
The Dark Knight Rises,2012,Christopher Nolan,Christian Bale,Gary Oldman,Tom Hardy,Joseph Gordon-Levitt,Anne Hathaway
The Day After Tomorrow,2004,Roland Emmerich,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,Jay O. Sanders
The Deer Hunter,1978,Michael Cimino,Robert De Niro,John Cazale,John Savage,Christopher Walken,Meryl Streep
The Departed,2006,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,Martin Sheen
The Diving Bell and the Butterfly,2007,Julian Schnabel,Mathieu Amalric,Emmanuelle Seigner,Marie-Josée Croze,Anne Consigny,Patrick Chesnais
The Elephant Man,1980,David Lynch,Anthony Hopkins,John Hurt,Anne Bancroft,John Gielgud,Wendy Hiller
The Exorcist,1973,William Friedkin,Ellen Burstyn,Max von Sydow,Lee J. Cobb,Kitty Winn,Jack MacGowran
The Firm,1993,Sydney Pollack,Tom Cruise,Jeanne Tripplehorn,Gene Hackman,Hal Holbrook,Terry Kinney
The Fugitive,1993,Andrew Davis,Harrison Ford,Tommy Lee Jones,Sela Ward,Julianne Moore,Joe Pantoliano
The General,1926,Clyde Bruckman,Buster Keaton,Marion Mack,Glen Cavender,Jim Farley,Frederick Vroom
The Godfather,1972,Francis Ford Coppola,Marlon Brando,Al Pacino,James Caan,Richard S. Castellano,Robert Duvall
The Godfather: Part II,1974,Francis Ford Coppola,Al Pacino,Robert Duvall,Diane Keaton,Robert De Niro,John Cazale
The Gold Rush,1925,Charles Chaplin,Charles Chaplin,Mack Swain,Tom Murray,Henry Bergman,Malcolm Waite
"The Good, the Bad and the Ugly",1966,Sergio Leone,Eli Wallach,Clint Eastwood,Lee Van Cleef,Aldo Giuffrè,Luigi Pistilli
The Graduate,1967,Mike Nichols,Anne Bancroft,Dustin Hoffman,Katharine Ross,William Daniels,Murray Hamilton
The Grapes of Wrath,1940,John Ford,Henry Fonda,Jane Darwell,John Carradine,Charley Grapewin,Dorris Bowdon
The Great Dictator,1940,Charles Chaplin,Charles Chaplin,Jack Oakie,Reginald Gardiner,Henry Daniell,Billy Gilbert
The Great Escape,1963,John Sturges,Steve McQueen,James Garner,Richard Attenborough,James Donald,Charles Bronson
The Green Mile,1999,Frank Darabont,Tom Hanks,David Morse,Michael Clarke Duncan,Bonnie Hunt,James Cromwell
The Hangover,2009,Todd Phillips,Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Heather Graham
The Hangover Part II,2011,Todd Phillips,Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Ken Jeong
The Heat,2013,Paul Feig,Sandra Bullock,Melissa McCarthy,Demian Bichir,Marlon Wayans,Michael Rapaport
The Help,2011,Tate Taylor,Emma Stone,Viola Davis,Bryce Dallas Howard,Octavia Spencer,Jessica Chastain
The Hobbit: An Unexpected Journey,2012,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Ken Stott,Graham McTavish
The Hunger Games,2012,Gary Ross,Stanley Tucci,Wes Bentley,Jennifer Lawrence,Willow Shields,Liam Hemsworth
The Hunt,2012,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse Fogelstrøm,Susse Wold
The Hustler,1961,Robert Rossen,Paul Newman,Jackie Gleason,Piper Laurie,George C. Scott,Myron McCormick
The Incredibles,2004,Brad Bird,Craig T. Nelson,Holly Hunter,Samuel L. Jackson,Jason Lee,Dominique Louis
The Intouchables,2011,Olivier Nakache,François Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot,Joséphine de Meaux
The Karate Kid,2010,Harald Zwart,Jaden Smith,Jackie Chan,Taraji P. Henson,Wenwen Han,Rongguang Yu
The Kid,1921,Charles Chaplin,Carl Miller,Edna Purviance,Jackie Coogan,Charles Chaplin,Charles Chaplin Productions
The Killing,1956,Stanley Kubrick,Sterling Hayden,Coleen Gray,Vince Edwards,Jay C. Flippen,Ted de Corsia
The King's Speech,2010,Tom Hooper,Colin Firth,Helena Bonham Carter,Derek Jacobi,Robert Portal,Richard Dixon
The Lion King,1994,Roger Allers,Jonathan Taylor Thomas,Matthew Broderick,James Earl Jones,Jeremy Irons,Moira Kelly
The Lives of Others,2006,Florian Henckel von Donnersmarck,Martina Gedeck,Ulrich Mühe,Sebastian Koch,Ulrich Tukur,Thomas Thieme
The Longest Yard,2005,Peter Segal,Adam Sandler,Chris Rock,Burt Reynolds,Nelly,Michael Irvin
The Lorax,2012,Chris Renaud,Danny DeVito,Ed Helms,Zac Efron,Taylor Swift,Betty White
The Lord of the Rings: The Fellowship of the Ring,2001,Peter Jackson,Alan Howard,Elijah Wood,Noel Appleby,Sean Astin,Sala Baker
The Lord of the Rings: The Return of the King,2003,Peter Jackson,Noel Appleby,Alexandra Astin,Sean Astin,David Aston,John Bach
The Lord of the Rings: The Two Towers,2002,Peter Jackson,Bruce Allpress,Sean Astin,John Bach,Sala Baker,Cate Blanchett
The Lost World: Jurassic Park,1997,Steven Spielberg,Jeff Goldblum,Julianne Moore,Pete Postlethwaite,Arliss Howard,Richard Attenborough
The Maltese Falcon,1941,John Huston,Humphrey Bogart,Mary Astor,Gladys George,Peter Lorre,Barton MacLane
The Man Who Shot Liberty Valance,1962,John Ford,John Wayne,James Stewart,Vera Miles,Lee Marvin,Edmond O'Brien
The Manchurian Candidate,1962,John Frankenheimer,Frank Sinatra,Laurence Harvey,Janet Leigh,Angela Lansbury,Henry Silva
The Matrix,1999,Andy Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Gloria Foster
The Matrix Reloaded,2003,Andy Wachowski,Ray Anthony,Christine Anu,Andy Arness,Alima Ashton-Sheibu,Helmut Bakaitis
The Mummy,1999,Stephen Sommers,Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Kevin J. O'Connor
The Mummy Returns,2001,Stephen Sommers,Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Oded Fehr
The Night of the Hunter,1955,Charles Laughton,Robert Mitchum,Shelley Winters,Lillian Gish,James Gleason,Evelyn Varden
The Passion of the Christ,2004,Mel Gibson,Jim Caviezel,Maia Morgenstern,Christo Jivkov,Francesco De Vito,Monica Bellucci
The Perfect Storm,2000,Wolfgang Petersen,George Clooney,Mark Wahlberg,Diane Lane,John C. Reilly,William Fichtner
The Pianist,2002,Roman Polanski,Adrien Brody,Emilia Fox,Michal Zebrowski,Ed Stoppard,Maureen Lipman
The Polar Express,2004,Robert Zemeckis,Tom Hanks,Leslie Zemeckis,Eddie Deezen,Nona Gaye,Peter Scolari
The Prestige,2006,Christopher Nolan,Hugh Jackman,Christian Bale,Michael Caine,Piper Perabo,Rebecca Hall
The Princess Bride,1987,Rob Reiner,Cary Elwes,Mandy Patinkin,Chris Sarandon,Christopher Guest,Wallace Shawn
The Proposal,2009,Anne Fletcher,Sandra Bullock,Ryan Reynolds,Mary Steenburgen,Craig T. Nelson,Betty White
The Pursuit of Happyness,2006,Gabriele Muccino,Will Smith,Jaden Smith,Thandie Newton,Brian Howe,James Karen
The Secret in Their Eyes,2009,Juan José Campanella,Soledad Villamil,Ricardo Darín,Carla Quevedo,Pablo Rago,Javier Godino
The Seventh Seal,1957,Ingmar Bergman,Gunnar Björnstrand,Bengt Ekerot,Nils Poppe,Max von Sydow,Bibi Andersson
The Shawshank Redemption,1994,Frank Darabont,Tim Robbins,Morgan Freeman,Bob Gunton,William Sadler,Clancy Brown
The Shining,1980,Stanley Kubrick,Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers,Barry Nelson
The Silence of the Lambs,1991,Jonathan Demme,Jodie Foster,Lawrence A. Bonney,Kasi Lemmons,Lawrence T. Wrentz,Scott Glenn
The Simpsons Movie,2007,David Silverman,Dan Castellaneta,Julie Kavner,Nancy Cartwright,Yeardley Smith,Hank Azaria
The Sixth Sense,1999,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,Trevor Morgan
The Sound of Music,1965,Robert Wise,Julie Andrews,Christopher Plummer,Eleanor Parker,Richard Haydn,Peggy Wood
The Sting,1973,George Roy Hill,Paul Newman,Robert Redford,Robert Shaw,Charles Durning,Ray Walston
The Terminator,1984,James Cameron,Arnold Schwarzenegger,Michael Biehn,Linda Hamilton,Paul Winfield,Lance Henriksen
The Thing,1982,John Carpenter,Kurt Russell,Wilford Brimley,T.K. Carter,David Clennon,Keith David
The Third Man,1949,Carol Reed,Joseph Cotten,Alida Valli,Orson Welles,Trevor Howard,Bernard Lee
The Treasure of the Sierra Madre,1948,John Huston,Humphrey Bogart,Walter Huston,Tim Holt,Bruce Bennett,Barton MacLane
The Truman Show,1998,Peter Weir,Jim Carrey,Laura Linney,Noah Emmerich,Natascha McElhone,Holland Taylor
The Twilight Saga: Breaking Dawn - Part 1,2011,Bill Condon,Taylor Lautner,Gil Birmingham,Billy Burke,Sarah Clarke,Ty Olsson
The Twilight Saga: Breaking Dawn - Part 2,2012,Bill Condon,Kristen Stewart,Robert Pattinson,Taylor Lautner,Peter Facinelli,Elizabeth Reaser
The Twilight Saga: Eclipse,2010,David Slade,Xavier Samuel,Kristen Stewart,Robert Pattinson,Billy Burke,Justin Chon
The Twilight Saga: New Moon,2009,Chris Weitz,Kristen Stewart,Christina Jastrzembska,Robert Pattinson,Billy Burke,Anna Kendrick
The Usual Suspects,1995,Bryan Singer,Stephen Baldwin,Gabriel Byrne,Benicio Del Toro,Kevin Pollak,Kevin Spacey
The Waterboy,1998,Frank Coraci,Adam Sandler,Kathy Bates,Henry Winkler,Fairuza Balk,Jerry Reed
The Wild Bunch,1969,Sam Peckinpah,William Holden,Ernest Borgnine,Robert Ryan,Edmond O'Brien,Warren Oates
The Wizard of Oz,1939,Victor Fleming,Judy Garland,Frank Morgan,Ray Bolger,Bert Lahr,Jack Haley
There Will Be Blood,2007,Paul Thomas Anderson,Daniel Day-Lewis,Martin Stringer,Matthew Braden Stringer,Jacob Stringer,Joseph Mussey
There's Something About Mary,1998,Bobby Farrelly,Cameron Diaz,Matt Dillon,Ben Stiller,Lee Evans,Chris Elliott
Thor,2011,Kenneth Branagh,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Stellan Skarsgård
Three Colors: Red,1994,Krzysztof Kieslowski,Irène Jacob,Jean-Louis Trintignant,Frédérique Feder,Jean-Pierre Lorit,Samuel Le Bihan
Titanic,1997,James Cameron,Leonardo DiCaprio,Kate Winslet,Billy Zane,Kathy Bates,Frances Fisher
To Kill a Mockingbird,1962,Robert Mulligan,Gregory Peck,John Megna,Frank Overton,Rosemary Murphy,Ruth White
Tootsie,1982,Sydney Pollack,Dustin Hoffman,Jessica Lange,Teri Garr,Dabney Coleman,Charles Durning
Top Gun,1986,Tony Scott,Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt
Touch of Evil,1958,Orson Welles,Charlton Heston,Janet Leigh,Orson Welles,Joseph Calleia,Akim Tamiroff
Toy Story,1995,John Lasseter,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,Wallace Shawn
Toy Story 2,1999,John Lasseter,Tom Hanks,Tim Allen,Joan Cusack,Kelsey Grammer,Don Rickles
Toy Story 3,2010,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,Ned Beatty,Don Rickles
Trainspotting,1996,Danny Boyle,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Kevin McKidd,Robert Carlyle
Transformers,2007,Michael Bay,Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson,Rachael Taylor
Transformers: Dark of the Moon,2011,Michael Bay,Shia LaBeouf,Rosie Huntington-Whiteley,Josh Duhamel,John Turturro,Tyrese Gibson
Transformers: Revenge of the Fallen,2009,Michael Bay,Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson,John Turturro
True Grit,2010,Ethan Coen,Jeff Bridges,Hailee Steinfeld,Matt Damon,Josh Brolin,Barry Pepper
Twelve Monkeys,1995,Terry Gilliam,Joseph Melito,Bruce Willis,Jon Seda,Michael Chance,Vernon Campbell
Twilight,2008,Catherine Hardwicke,Kristen Stewart,Sarah Clarke,Matt Bushell,Billy Burke,Gil Birmingham
Twister,1996,Jan de Bont,Helen Hunt,Bill Paxton,Cary Elwes,Jami Gertz,Philip Seymour Hoffman
Unforgiven,1992,Clint Eastwood,Clint Eastwood,Gene Hackman,Morgan Freeman,Richard Harris,Jaimz Woolvett
Up,2009,Pete Docter,Edward Asner,Christopher Plummer,Jordan Nagai,Bob Peterson,Delroy Lindo
